"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"23","GTDPRO","Mario Farnbacher","44","2:03.033","1:36:59.233","Green","Track","11.430","77.252","34.351"
"10","GTP","Ricky Taylor","47","1:52.460","1:37:00.110","Green","Track","10.356","71.178","30.926"
"19","GTDPRO","Jordan Pepper","44","2:03.145","1:37:00.208","Green","Track","11.520","76.880","34.745"
"65","GTDPRO","Joey Hand","44","2:03.301","1:37:04.918","Green","Track","11.574","77.246","34.481"
"4","GTDPRO","Tommy Milner","44","2:02.989","1:37:05.254","Green","Track","11.567","76.919","34.503"
"25","GTP","Connor De Phillippi","47","1:52.657","1:37:05.526","Green","Track","10.220","71.079","31.358"
"12","GTD","Frankie Montecalvo","44","2:02.765","1:37:07.160","Green","Track","11.518","76.820","34.427"
"64","GTDPRO","Mike Rockenfeller","44","2:02.744","1:37:08.351","Green","Track","11.633","76.575","34.536"
"62","GTDPRO","Davide Rigon","44","2:02.739","1:37:09.177","Green","Track","11.628","76.656","34.455"
"78","GTD","Misha Goikhberg","44","2:04.597","1:37:11.991","Green","Track","12.049","77.636","34.912"
"57","GTD","Russell Ward","44","2:03.330","1:37:12.177","Green","Track","11.710","77.050","34.570"
"55","GTD","Ryan Hardwick","41","2:06.454","1:37:13.383","Green","Track","12.220","79.440","34.794"
"96","GTD","Jake Walker","44","2:02.810","1:37:16.270","Green","Track","11.726","76.846","34.238"
"7","GTP","Felipe Nasr","47","1:51.719","1:37:20.027","Green","Track","10.791","70.125","30.803"
"85","GTP","Phil Hanson","47","1:54.134","1:37:25.322","Green","Track","10.636","71.927","31.571"
"5","GTP","Julien Andlauer","47","1:59.295","1:37:26.289","Green","Track","10.351","77.708","31.236"
"34","GTD","Manny Franco","44","2:03.417","1:37:27.762","Green","Track","11.668","76.713","35.036"
"44","GTD","John Potter","44","2:04.602","1:37:31.861","Green","Track","11.773","78.066","34.763"
"6","GTP","Mathieu Jaminet","47","2:02.846","1:37:33.752","Green","Pit","10.546","72.019","40.281"
"13","GTD","Orey Fidani","43","2:06.224","1:37:38.902","Green","Track","12.094","77.934","36.196"
"47","GTD","Roberto Lacorte","44","2:04.049","1:37:39.156","Green","Track","11.711","77.684","34.654"
"83","GTD","Sarah Bovy","44","2:03.973","1:37:39.792","Green","Track","11.601","77.612","34.760"
"80","GTD","Salih Yoluc","44","2:05.057","1:37:48.086","Green","Track","11.761","77.816","35.480"
"27","GTD","Ian James","44","2:04.411","1:37:48.226","Green","Track","11.688","77.919","34.804"
"66","GTD","Sheena Monk","44","2:04.976","1:37:50.255","Green","Track","11.798","78.038","35.140"
"023","GTD","Charles Scardina","44","2:03.691","1:37:51.225","Green","Track","11.762","77.110","34.819"
"9","GTDPRO","Oliver Jarvis","31","2:02.582","1:37:54.295","Green","Track","11.530","76.468","34.584"
